id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|CAF	B_cell|Endo	B_cell|Macro	B_cell|NK	B_cell|T_cell	B_cell|malignant_cell	CAF|B_cell	CAF|CAF	CAF|Endo	CAF|Macro	CAF|NK	CAF|T_cell	CAF|malignant_cell	Endo|B_cell	Endo|CAF	Endo|Endo	Endo|Macro	Endo|NK	Endo|T_cell	Endo|malignant_cell	Macro|B_cell	Macro|CAF	Macro|Endo	Macro|Macro	Macro|NK	Macro|T_cell	Macro|malignant_cell	NK|B_cell	NK|CAF	NK|Endo	NK|Macro	NK|NK	NK|T_cell	NK|malignant_cell	T_cell|B_cell	T_cell|CAF	T_cell|Endo	T_cell|Macro	T_cell|NK	T_cell|T_cell	T_cell|malignant_cell	malignant_cell|B_cell	malignant_cell|CAF	malignant_cell|Endo	malignant_cell|Macro	malignant_cell|NK	malignant_cell|T_cell	malignant_cell|malignant_cell
CPI-SS02371A6D6	VEGFA_EPHB2	simple:P15692	simple:P29323	VEGFA	EPHB2	True	False	True	I2D	False	0.184									0.161	0.152	0.164												0.186	0.177	0.189																			0.14	0.131	0.143			
CPI-SS0855C0353	NRP1_PGF	simple:O14786	simple:P49763	NRP1	PGF	True	True	False	curated	False	0.184									0.711	0.711				0.641		0.487	0.487				0.417		0.485	0.485				0.415																					
CPI-SS0EB5AEC83	SELL_CD34	simple:P14151	simple:P28906	SELL	CD34	False	False	False	curated	False	0.184		0.931	1.312														0.652						0.494	0.875						0.423	0.804						0.571	0.952											
CPI-SS0E7D5974D	TNF_TNFRSF1B	simple:P01375	simple:P20333	TNF	TNFRSF1B	True	False	True	curated	False	0.184				0.765		0.615																0.444		0.559	0.904	0.624	0.755												0.749		0.599								
CPI-SC035134F18	COL5A1_a2b1 complex	simple:P20908	complex:a2b1 complex	COL5A1		True	False	False	curated	True	0.184								0.609	0.617	0.732	0.564	0.6	0.631	0.63			0.245				0.143																												
CPI-SS08B7D54A3	TNF_FAS	simple:P01375	simple:P25445	TNF	FAS	True	False	True	InnateDB-All	False	0.184		0.373				0.286																	0.513		0.317	0.332	0.426	0.299									0.358				0.27								
CPI-SS0D00AAD2F	SEMA5A_PLXNB3	simple:Q13591	simple:Q9ULL4	SEMA5A	PLXNB3	False	False	True	curated	False	0.184							0.228			0.375				0.463							0.232							0.208							0.222							0.228			0.211				0.3
CPI-SS0F8EFEECF	TNF_DAG1	simple:P01375	simple:Q14118	TNF	DAG1	True	False	True	InnateDB-All	False	0.184		0.354					0.549															0.317	0.493	0.481			0.32	0.689									0.338					0.533							
CPI-SC0988E0218	SPP1_aVb3 complex	simple:P10451	complex:aVb3 complex	SPP1		True	False	False	curated	True	0.184																							0.769	0.776	0.674			0.702			0.33													0.711	0.718	0.616			0.644
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	EPHB2	EFNA5	False	True	False	curated	False	0.184									0.379	0.399				0.288		0.37	0.39				0.279		0.382	0.403				0.291																					
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	HGF	CD44	True	False	True	IMEx,InnateDB-All,IntAct	False	0.184									0.764		0.818		0.806	0.882								0.702	0.779		0.833		0.821	0.897																					
CPI-SS0DE0A486F	NRP1_VEGFA	simple:O14786	simple:P15692	NRP1	VEGFA	True	True	False	curated	False	0.184									0.677		0.702			0.656		0.453		0.478			0.432		0.451		0.475			0.43																					
CPI-CS0DDFD82E7	IL11 receptor_IL11	complex:IL11 receptor	simple:P20809		IL11	True	True	False	curated	False	0.184								0.394				0.419	0.4																							0.311				0.336	0.317		0.343				0.368	0.349	
CPI-SS0E292C126	KLRB1_CLEC2D	simple:Q12918	simple:Q9UHP7	KLRB1	CLEC2D	False	True	True	curated	False	0.184																													1.43	0.967	0.991	0.966	1.357	1.568	1.002	0.705					0.843								
CPI-SS02A0FF87F	FAM3C_CLEC2D	simple:Q92520	simple:Q9UHP7	FAM3C	CLEC2D	True	False	True	IMEx,InnateDB-All,IntAct	False	0.184						0.823		0.782					0.92		0.73					0.867																					0.809		0.885				0.812	1.022	
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	TNF	PTPRS	True	False	True	InnateDB-All	False	0.184		0.456	0.288				0.386																0.595	0.427				0.526									0.44	0.272				0.371							
CPI-SS0E32BEF02	WNT5A_FZD5	simple:P41221	simple:Q13467	WNT5A	FZD5	True	False	True	curated	False	0.184									0.091	0.118				0.099		0.131	0.159				0.139		0.067	0.095				0.075																					
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	IGF2	IGF1R	True	False	True	curated	False	0.184								0.396	0.55	0.557	0.353	0.39		0.627		0.271	0.278				0.348																												
CPI-CS0484364A2	BMPR1B_BMPR2_BMP8A	complex:BMPR1B_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.184												0.299	0.24																														0.354	0.332	0.281	0.308	0.414	0.355	0.252
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	0.184									0.392	0.432		0.381				0.413	0.453		0.402																									0.301	0.341		0.29		
CPI-SS00561BBD7	PVR_TIGIT	simple:P15151	simple:Q495A1	PVR	TIGIT	True	True	False	curated	False	0.184						0.583						0.556	0.735						0.638	0.817							0.589							0.624							0.584							0.65	
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	JAG1	NOTCH4	False	False	True	curated	False	0.184										0.572	0.276			0.266			0.646	0.35			0.34																								0.418	0.122			0.112
CPI-CS05AB368CE	CD94:NKG2C_HLA-E	complex:CD94:NKG2C	simple:P13747		HLA-E	False	True	False	curated	False	0.204																													1.409		1.33	1.347	1.419	1.409		1.185		1.106	1.123	1.195	1.185								
CPI-SS068C742A1	FGF1_TGFBR3	simple:P05230	simple:Q03167	FGF1	TGFBR3	True	False	True	InnateDB-All	False	0.204									0.346	0.445		0.342	0.17	0.201																														0.325	0.424		0.321	0.149	0.181
CPI-SC03DD752AB	COL4A4_a2b1 complex	simple:P53420	complex:a2b1 complex	COL4A4		True	False	False	curated	True	0.204	0.157	0.164	0.279		0.147	0.178	0.178	0.156		0.278			0.178	0.177																																			
CPI-SC058F72F90	FBN1_a5b1 complex	simple:P35555	complex:a5b1 complex	FBN1		True	False	False	curated	True	0.204									0.899	1.204	0.768	0.723		0.577		0.613	0.918	0.482	0.437		0.291																												
CPI-SS08877A081	LGALS9_COLEC12	simple:O00182	simple:Q5KU26	LGALS9	COLEC12	True	False	True	InnateDB-All	False	0.204		0.463	0.467													0.66	0.664						0.84	0.844						0.379	0.382						0.321	0.325											
CPI-CS0C59AF029	IL33 receptor_IL33	complex:IL33 receptor	simple:O95760		IL33	True	True	False	curated	False	0.204									0.277	0.529						0.283	0.534						0.268	0.52						0.277	0.528						0.284	0.535											
CPI-SS06B86672A	CD44_FGFR2	simple:P16070	simple:P21802	CD44	FGFR2	True	True	True	InnateDB-All	False	0.204																						0.858					0.856									0.846					0.843		0.922	0.827	0.844	0.852	0.879	0.919	
CPI-SS0E5AF12B6	NOTCH1_NOV	simple:P46531	simple:P48745	NOTCH1	NOV	True	True	False	I2D,InnateDB-All	False	0.204							0.286							0.307		0.502					0.592							0.337		0.428					0.518		0.272					0.363							0.322
CPI-SS00A6D366F	ADORA2A_NAMPT	simple:P29274	simple:P43490	ADORA2A	NAMPT	True	True	False	I2D,IMEx,InnateDB-All,MINT	False	0.204			0.529	0.735			0.549																	0.517	0.722			0.536									0.531	0.605	0.81			0.624							
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	TGFB2	TGFBR3	True	False	True	curated	False	0.204									0.308	0.408		0.304	0.132	0.164		0.327	0.426		0.323	0.151	0.182																												
CPI-SS0C1BD22BC	SPP1_PTGER4	simple:P10451	simple:P35408	SPP1	PTGER4	True	False	True	IMEx,MINT	False	0.204																						0.671	0.586		0.841	0.941	0.885																0.613	0.528		0.783	0.883	0.827	
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	NRP2	VEGFA	True	True	False	curated	False	0.204											0.241					0.536		0.561			0.515		0.291		0.315			0.27																0.526		0.551			0.505
CPI-SS06A0B20BD	FGFR2_EPHA4	simple:P21802	simple:P54764	FGFR2	EPHA4	True	True	True	I2D,InnateDB-All	False	0.204		0.259	0.299		0.248					0.204							0.221							0.229							0.256						0.256	0.296		0.246									
CPI-SS0C4FA643F	HLA-E_KLRC2	simple:P13747	simple:P26717	HLA-E	KLRC2	False	False	True	curated	False	0.204					1.409	1.185													1.33	1.106						1.347	1.123						1.419	1.195						1.409	1.185								
CPI-SS0CB6968B9	FGF2_FGFRL1	simple:P09038	simple:Q8N441	FGF2	FGFRL1	True	False	True	I2D	False	0.204									0.145					0.152		0.073					0.08		0.067					0.074									0.079					0.086		0.079					0.086
CPI-SS028784FC6	HLA-DPA1_TNFSF9	simple:HLADPA1	simple:P41273	HLA-DPA1	TNFSF9	True	True	False	InnateDB-All	False	0.204	1.191	1.173				1.219	1.175															1.14	1.123				1.169	1.124								0.558					0.587								
CPI-SS0A3569604	IGF2_IDE	simple:P01344	simple:P14735	IGF2	IDE	True	False	True	I2D,InnateDB-All	False	0.204								0.397	0.441	0.416	0.4		0.424	0.426		0.161	0.137			0.144	0.146																												
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	NRP2	SEMA3C	True	True	False	curated	False	0.204									0.361					0.379		0.68		0.502			0.698		0.435					0.453																0.67		0.492			0.688
CPI-CS090FFEDFE	BMPR1A_BMPR2_BMP8A	complex:BMPR1A_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.204								0.317	0.294		0.271	0.376	0.318																														0.277	0.255		0.231	0.336	0.278	
CPI-SS0D81C6C1D	WNT7B_FZD1	simple:P56706	simple:Q9UP38	WNT7B	FZD1	True	False	True	curated	False	0.204		0.286		0.26												0.219		0.193					0.198		0.172					0.259		0.233					0.29		0.263										
CPI-CS0C091F24B	BMR1A_ACR2A_BMP8A	complex:BMR1A_ACR2A	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.204								0.317	0.294		0.271	0.376	0.318																														0.277	0.255		0.231	0.336	0.278	
CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	MIF	TNFRSF14	True	False	True	I2D,IntAct	False	0.204																		1.358			1.318			1.357	1.382			1.341															1.32		1.489	1.514		1.369	1.473
CPI-CS0023FA839	CD94:NKG2E_HLA-E	complex:CD94:NKG2E	simple:P13747		HLA-E	False	True	False	curated	False	0.204																													1.421		1.342	1.358	1.43	1.421		1.221		1.142	1.158	1.23	1.221								
CPI-SC0EB8DC52F	CD47_SIRB1 complex	simple:Q08722	complex:SIRB1 complex	CD47		False	True	True	curated	False	0.204				0.973		0.661					0.804							0.796							0.823							0.932		0.62					0.847							0.859		0.547	
CPI-SS048346C2B	LGALS9_MRC2	simple:O00182	simple:Q9UBG0	LGALS9	MRC2	True	False	True	InnateDB-All	False	0.224		0.656		0.401					0.421							0.854		0.598					1.033		0.778					0.572		0.316					0.514		0.259										
CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	TNFSF14	TNFRSF14	True	False	True	curated	False	0.224			0.763	0.788			0.748																								0.861	0.885		0.741	0.845			0.831	0.856		0.712	0.816							
CPI-SC09E5431A2	IFNG_Type II IFNR	simple:P01579	complex:Type II IFNR	IFNG		True	False	True	curated	False	0.224																													0.441	0.516	0.584	0.868				0.603	0.678	0.745	1.029	0.555	0.383	0.54							
CPI-SS0A4F27388	TNFRSF1A_FASLG	simple:P19438	simple:P48023	TNFRSF1A	FASLG	True	True	False	I2D,InnateDB-All	False	0.224												0.863	0.66						0.899	0.696						0.8	0.598						0.624	0.422						0.458							0.67	0.468	
CPI-SS042A6F835	IGF2_IGF2R	simple:P01344	simple:P11717	IGF2	IGF2R	True	False	True	curated	False	0.224									0.478	0.452	0.473	0.463	0.446	0.476		0.198		0.193	0.183	0.166	0.196																												
CPI-SC02BFEEC8A	THBS1_a3b1 complex	simple:P07996	complex:a3b1 complex	THBS1		False	False	False	curated	True	0.224									0.683	0.806				0.938		0.623	0.745				0.877		0.295	0.418				0.55																	0.212				0.344
CPI-SS0D22A09AD	NRP2_PGF	simple:O60462	simple:P49763	NRP2	PGF	True	True	False	curated	False	0.224									0.251	0.251						0.57	0.57				0.501		0.325	0.325				0.255																0.56	0.56				0.49
CPI-SS002673EFE	WNT5A_FZD3	simple:P41221	simple:Q9NPG1	WNT5A	FZD3	True	False	True	curated	False	0.245								0.239					0.237	0.218	0.279		0.205	0.197	0.237	0.277	0.258	0.215					0.213	0.194																					
CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	MIF	TNFRSF10D	True	False	True	I2D,IntAct	False	0.245			0.853							0.904						0.895	1.0	0.901					0.919	1.023	0.925													0.869						1.051	1.155	1.057			
CPI-SC0F4BC2909	COL6A2_a1b1 complex	simple:P12110	complex:a1b1 complex	COL6A2		True	False	False	curated	True	0.245									0.852	0.981			0.766	0.727		0.533	0.662			0.447	0.408																							0.256	0.385			0.17	0.131
CPI-SC09FDA4F45	COL6A1_a1b1 complex	simple:P12109	complex:a1b1 complex	COL6A1		True	False	False	curated	True	0.245									0.933	1.062			0.847	0.808		0.287	0.416			0.201	0.162																							0.339	0.468			0.253	0.214
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	FN1		True	False	False	curated	True	0.245									0.765	0.888				1.019		0.648	0.771				0.902		0.34	0.463				0.594																0.486	0.609				0.741
CPI-SS0A76A8E97	HLA-F_LILRB2	simple:P30511	simple:Q8N423	HLA-F	LILRB2	False	False	True	curated	False	0.245				1.184							0.918							1.242				0.759			1.246				0.907			1.394	0.872			0.865			1.352	0.831						1.075			
CPI-SC004A436C5	COL12A1_a1b1 complex	simple:Q99715	complex:a1b1 complex	COL12A1		True	False	False	curated	True	0.245									0.594	0.723			0.508	0.469		0.327	0.456			0.241	0.201																							0.261	0.39			0.175	0.136
CPI-SC07BE7830D	SPP1_a4b1 complex	simple:P10451	complex:a4b1 complex	SPP1		True	False	False	curated	True	0.245																						0.889	0.657		0.873	0.923	0.954	0.595															0.831	0.599		0.815	0.865	0.897	0.537
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	0.245								1.861			1.509	1.614	1.717		1.253			0.902	1.007	1.11		1.328			0.976	1.081	1.184																						
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	CD72	SEMA4D	False	False	True	curated	False	0.245	0.595		0.543	0.659	0.85	0.817	0.454															0.533		0.481	0.597	0.788	0.754	0.392																					
CPI-SS0F00D756A	CD40_TNFSF13B	simple:P25942	simple:Q9Y275	CD40	TNFSF13B	True	True	False	I2D,InnateDB	False	0.245		0.703		1.052			0.523		0.453		0.802			0.274		0.433		0.782			0.254		0.523		0.872			0.344																					
CPI-SS00A8596B5	PVR_TNFSF9	simple:P15151	simple:P41273	PVR	TNFSF9	True	True	False	InnateDB-All	False	0.245								0.287	0.269				0.315	0.271	0.369	0.351				0.397	0.352													0.205									0.201					0.23	0.185
CPI-SC0545E2502	COL5A2_a1b1 complex	simple:P05997	complex:a1b1 complex	COL5A2		True	False	False	curated	True	0.245									0.722	0.851			0.636	0.597		0.337	0.465			0.25	0.211																							0.25	0.379			0.164	0.125
CPI-SS04587A7C5	CCL16_HRH4	simple:O15467	simple:Q9H3N8	CCL16	HRH4	True	False	True	guidetopharmacology.org	False	0.245	0.488				0.495	0.482									0.451				0.458	0.445									0.48				0.487	0.474		0.485				0.491	0.478								
CPI-SC0B9199C7F	LAMC1_aVb3 complex	simple:P11047	complex:aVb3 complex	LAMC1		True	False	False	curated	True	0.245									0.674	0.68	0.579			0.606		0.604	0.61	0.508			0.536																							0.445	0.452	0.35			0.378
CPI-SS03EF699C7	HLA-E_KLRC1	simple:P13747	simple:P26715	HLA-E	KLRC1	False	False	True	curated	False	0.245					1.663	1.129						1.315							1.583	1.049						1.6	1.066						1.672	1.138						1.663	1.129						1.337		
CPI-SS080611C5B	ALOX5_ALOX5AP	simple:P09917	simple:P20292	ALOX5	ALOX5AP	False	False	False	guidetopharmacology.org	False	0.245	0.749			0.949	1.064	0.777									0.467			0.667	0.783	0.496		0.918			1.118	1.234	0.947																						
CPI-SS033E6DE7E	NRP1_VEGFB	simple:O14786	simple:P49765	NRP1	VEGFB	True	True	False	curated	False	0.245									0.652	0.672	0.678			0.697		0.429	0.449	0.454			0.473		0.426	0.446	0.452			0.471																					
CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	WNT5A	PTPRK	True	False	True	InnateDB-All	False	0.245								0.193	0.222	0.326				0.174	0.233	0.262	0.366				0.214	0.169	0.198	0.302				0.15																					
CPI-SC0847A64D2	FN1_aVb5 complex	simple:P02751	complex:aVb5 complex	FN1		True	False	False	curated	True	0.245									0.988		0.815			0.905		0.871		0.698			0.788		0.563		0.39			0.48																0.709		0.536			0.626
CPI-CS0715DE78D	CD94:NKG2A_HLA-E	complex:CD94:NKG2A	simple:P13747		HLA-E	False	True	False	curated	False	0.245																													1.663	1.315	1.583	1.6	1.672	1.663	1.337	1.129		1.049	1.066	1.138	1.129								
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	DLL1	NOTCH2	False	False	True	curated	False	0.245								0.358	0.495		0.39	0.325		0.39	0.472	0.609	0.301	0.504	0.439	0.314	0.504																												
CPI-SS055B305F1	CEACAM1_CD209	simple:P13688	simple:Q9NNX6	CEACAM1	CD209	True	False	True	curated	False	0.245															0.423		0.397	0.51	0.406	0.416																							0.462	0.347	0.437	0.549	0.446	0.455	0.343
CPI-SS05B1FA8A8	LRP6_CKLF	simple:O75581	simple:Q9UBR5	LRP6	CKLF	True	True	False	IMEx,IntAct	False	0.245											0.5	0.488	0.462	0.461				0.492	0.481	0.455	0.453																									0.478	0.466	0.44	0.439
CPI-SS0CCDBBBC0	CEACAM1_CEACAM8	simple:P13688	simple:P31997	CEACAM1	CEACAM8	True	False	False	curated	False	0.245															0.469		0.339	0.347	0.39	0.42																							0.508	0.345	0.378	0.386	0.429	0.459	0.337
CPI-SS02AB0C3E0	SPP1_CD44	simple:P10451	simple:P16070	SPP1	CD44	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.245																						1.075	1.151		1.206	1.087	1.194	1.27															1.017	1.094		1.148	1.029	1.136	1.212
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	0.245								0.408	0.284	0.333	0.311	0.408	0.416	0.278	0.269					0.277																							0.323				0.324	0.331	
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	DLL1	NOTCH1	False	False	True	curated	False	0.245										0.457	0.201	0.383	0.227	0.187	0.265	0.286	0.571	0.315	0.497	0.341	0.301																												
CPI-SS01ECFDA18	TNFRSF10C_TNFSF10	simple:O14798	simple:P50591	TNFRSF10C	TNFSF10	True	True	False	curated	False	0.245															0.263	0.353	0.766	0.551	0.414	0.282		0.232	0.322	0.735	0.52	0.383	0.251																						
CPI-SS09C917D22	TNF_FLT4	simple:P01375	simple:P35916	TNF	FLT4	True	False	True	InnateDB-All	False	0.245			0.605		0.173	0.162																0.284	0.279	0.745	0.268	0.313	0.302	0.261										0.589			0.147								
CPI-SC0F8D27FBC	COL15A1_a1b1 complex	simple:P39059	complex:a1b1 complex	COL15A1		True	False	False	curated	True	0.245									0.313	0.442			0.227	0.187		0.513	0.642			0.427	0.388																							0.22	0.349			0.134	0.095
CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	FGF2	FGFR2	True	False	True	curated	False	0.245								0.262			0.192	0.219	0.259		0.191					0.188		0.184					0.181									0.196					0.193		0.197					0.194	
CPI-SS056FF4363	CD48_CD244	simple:P09326	simple:Q9BZW8	CD48	CD244	False	False	True	curated	False	0.245				0.693	0.935	0.677																			0.682	0.924	0.666					0.74	0.983	0.725					0.69	0.933	0.675								
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	MDK	LRP1	True	False	True	I2D,InnateDB-All	False	0.245									0.959		0.811			0.542		0.96		0.811			0.542		0.683		0.534			0.266																0.898		0.749			0.481
CPI-SC0D19BAF15	FN1_a10b1 complex	simple:P02751	complex:a10b1 complex	FN1		True	False	False	curated	True	0.245									0.77	0.8				0.898		0.653	0.683				0.781		0.345	0.375				0.473																0.492	0.521				0.619
CPI-SC0EA3FC100	COL18A1_a1b1 complex	simple:P39060	complex:a1b1 complex	COL18A1		True	False	False	curated	True	0.245									0.345	0.474			0.259	0.22		0.559	0.688			0.473	0.434																							0.26	0.389			0.174	0.135
