gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	CAF	Endo	Macro	NK	T_cell	malignant_cell
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.01	0.0	0.01	0.482	0.004	0.008	0.004
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS09A3A441F	0.044	0.014	0.002	0.002	0.0	0.002	0.002
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS0231B999D	0.044	0.014	0.002	0.002	0.0	0.002	0.002
MST1	P26927	False	HGFL_HUMAN		CPI-SS03EACE0E0	0.032	0.045	0.082	0.034	0.043	0.018	0.15
ACVR2A	P27037	False	AVR2A_HUMAN		CPI-SS0D53B88CC	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	False	AVR2A_HUMAN		CPI-SS099C401F7	0.035	0.34	0.221	0.116	0.075	0.068	0.179
GDF1	P27539	False	GDF1_HUMAN		CPI-SS00E3F772A	0.0	0.0	0.0	0.0	0.0	0.001	0.004
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS0412C803A	0.003	0.026	0.0	0.095	0.0	0.03	0.009
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.09	0.024	0.0	0.005	0.051	0.75	0.008
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	0.686	1.291	0.436	1.082	0.663	0.745	0.393
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.19	0.238	0.309	0.364	0.195	0.161	0.076
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.686	1.291	0.436	1.082	0.663	0.745	0.393
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.018	0.178	0.022	0.032	0.0	0.024	0.335
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.004	0.0	0.101	0.518	0.021	0.013	0.05
SSTR1	P30872	False	SSR1_HUMAN		CPI-SS00C069DCB	0.0	0.037	0.0	0.0	0.01	0.002	0.001
SSTR4	P31391	False	SSR4_HUMAN		CPI-SS024E1CF41	0.0	0.0	0.0	0.0	0.0	0.001	0.003
CALCR	P30988	False	CALCR_HUMAN		CPI-SS0B27088B4	0.007	0.0	0.015	0.001	0.0	0.004	0.002
CALCR	P30988	False	CALCR_HUMAN		CPI-SS032CFAE42	0.007	0.0	0.015	0.001	0.0	0.004	0.002
NTSR1	P30989	False	NTR1_HUMAN		CPI-SS083319328	0.003	0.006	0.0	0.0	0.0	0.001	0.003
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	1.961	0.058	0.057	0.624	0.789	1.602	0.105
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0E5593D5C	0.151	0.041	0.06	0.086	0.149	0.131	0.229
RYK	P34925	False	RYK_HUMAN		CPI-SS0A91954A0	0.078	0.061	0.225	0.079	0.049	0.091	0.162
APLNR	P35414	False	APJ_HUMAN		CPI-SS0D8148841	0.009	0.158	0.474	0.014	0.037	0.006	0.001
CHRNA7	P36544	False	ACHA7_HUMAN		CPI-SS08833E2DA	0.135	0.057	0.086	0.133	0.075	0.128	0.055
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	0.042	0.0	0.008	0.059	0.0	0.006	0.001
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.013	0.996	0.959	0.941	0.022	0.02	0.988
THPO	P40225	False	TPO_HUMAN		CPI-SS0DC2DD9D7	0.0	0.031	0.027	0.02	0.0	0.001	0.002
LEP	P41159	False	LEP_HUMAN		CPI-SS066FE05CA	0.121	0.061	0.055	0.063	0.069	0.111	0.046
GPR1	P46091	False	GPR1_HUMAN		CPI-SS04CD88411	0.404	0.503	0.482	0.229	0.499	0.442	0.154
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS07D56EB05	0.013	0.091	0.035	0.495	0.091	0.013	0.004
XCR1	P46094	False	XCR1_HUMAN		CPI-SS0B6643F31	0.028	0.0	0.004	0.008	0.014	0.018	0.006
XCR1	P46094	False	XCR1_HUMAN		CPI-SS052D34F0B	0.028	0.0	0.004	0.008	0.014	0.018	0.006
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0BDA7A63E	0.0	0.0	0.0	0.0	0.0	0.002	0.0
NPBWR2	P48146	False	NPBW2_HUMAN		CPI-SS0B7A7E932	0.003	0.0	0.0	0.0	0.0	0.001	0.001
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0D5E1C3D2	0.0	0.0	0.0	0.0	0.0	0.002	0.0
NPBWR2	P48146	False	NPBW2_HUMAN		CPI-SS01A761DB5	0.003	0.0	0.0	0.0	0.0	0.001	0.001
NMU	P48645	False	NMU_HUMAN		CPI-SS07B3139A0	0.002	0.0	0.0	0.0	0.0	0.006	0.004
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.002	0.0	0.0	0.0	0.0	0.006	0.004
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	0.014	0.0	0.0	0.266	0.655	0.055	0.004
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EF1A7415	0.005	0.016	0.0	0.002	0.01	0.223	0.005
INHBC	P55103	False	INHBC_HUMAN		CPI-SS04BE14432	0.007	0.0	0.0	0.0	0.0	0.002	0.004
INHBE	P58166	False	INHBE_HUMAN		CPI-SS09CCC0451	0.131	0.056	0.086	0.058	0.105	0.123	0.043
LILRA4	P59901	False	LIRA4_HUMAN		CPI-SS095DCA7F7	0.076	0.02	0.02	0.092	0.0	0.006	0.003
QRFP	P83859	False	OX26_HUMAN		CPI-SS0BC884A75	0.0	0.015	0.0	0.0	0.0	0.002	0.004
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS036437279	0.004	0.0	0.0	0.006	0.0	0.006	0.002
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS062307CFE	0.004	0.0	0.0	0.006	0.0	0.006	0.002
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS09000F32A	0.004	0.0	0.0	0.006	0.0	0.006	0.002
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS0B6F0C894	0.265	0.239	0.184	0.17	0.258	0.278	0.116
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	0.008	0.035	0.014	0.476	0.0	0.007	0.005
DSC1	Q08554	False	DSC1_HUMAN		CPI-SS08B94BEB2	0.072	0.013	0.048	0.036	0.044	0.079	0.022
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.005	0.039	0.8	0.002	0.032	0.006	0.002
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.005	0.039	0.8	0.002	0.032	0.006	0.002
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	1.183	0.844	0.829	0.884	1.1	0.93	0.954
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS02EDE5894	0.004	0.0	0.001	0.0	0.0	0.003	0.002
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS083E7D88C	0.004	0.0	0.001	0.0	0.0	0.003	0.002
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.081	0.551	0.089	0.042	0.069	0.08	0.224
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	0.971	0.145	0.06	0.423	0.752	0.809	0.234
KISS1	Q15726	False	KISS1_HUMAN		CPI-SS0F856A80F	0.0	0.007	0.0	0.0	0.0	0.0	0.0
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.009	0.007	0.016	0.012	0.0	0.043	0.062
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	1.162	0.388	0.56	1.491	1.107	1.031	0.374
IGFL1	Q6UW32	False	IGFL1_HUMAN		CPI-SS00ABEE10B	0.008	0.0	0.0	0.0	0.0	0.002	0.001
IGFL2	Q6UWQ7	False	IGFL2_HUMAN		CPI-SS08EDE5442	0.008	0.0	0.0	0.0	0.0	0.012	0.004
IGFL3	Q6UXB1	False	IGFL3_HUMAN		CPI-SS0327E1782	0.011	0.0	0.022	0.003	0.021	0.014	0.006
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	0.019	0.006	0.0	0.015	0.014	0.007	0.003
GFRAL	Q6UXV0	False	GFRAL_HUMAN		CPI-SS0BA87E94E	0.282	0.126	0.186	0.22	0.339	0.305	0.096
PROKR2	Q8NFJ6	False	PKR2_HUMAN		CPI-SS027E57635	0.006	0.0	0.0	0.0	0.0	0.029	0.003
PROKR1	Q8TCW9	False	PKR1_HUMAN		CPI-SS01CE67526	0.0	0.0	0.0	0.0	0.0	0.004	0.001
RXFP4	Q8TDU9	False	RL3R2_HUMAN		CPI-SS0A6477344	0.005	0.0	0.028	0.028	0.0	0.0	0.002
RXFP2	Q8WXD0	False	RXFP2_HUMAN		CPI-SS01442BDB7	0.001	0.0	0.0	0.013	0.0	0.004	0.001
RXFP4	Q8TDU9	False	RL3R2_HUMAN		CPI-SS0799949D7	0.005	0.0	0.028	0.028	0.0	0.0	0.002
RXFP3	Q9NSD7	False	RL3R1_HUMAN		CPI-SS0ACCAC836	0.0	0.0	0.0	0.003	0.0	0.001	0.006
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.257	0.483	0.654	0.687	0.918	0.61	0.405
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.006	0.045	0.0	0.037	0.0	0.014	0.013
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	0.006	0.045	0.0	0.037	0.0	0.014	0.013
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.044	0.0	0.798	0.012	0.0	0.008	0.007
GPHA2	Q96T91	False	GPHA2_HUMAN		CPI-SS08C78576B	0.003	0.0	0.0	0.0	0.0	0.004	0.0
NPFFR1	Q9GZQ6	False	NPFF1_HUMAN		CPI-SS050123B31	0.0	0.0	0.0	0.015	0.0	0.0	0.001
IL37	Q9NZH6	False	IL37_HUMAN		CPI-SS0281839F1	0.0	0.0	0.0	0.0	0.0	0.002	0.001
TNFSF18	Q9UNG2	False	TNF18_HUMAN		CPI-SS0FF51A757	0.0	0.0	0.0	0.0	0.0	0.003	0.001
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0A7B487D4	0.002	0.092	0.0	0.008	0.0	0.001	0.003
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0FEC87269	0.118	0.084	0.018	0.041	0.079	0.175	0.086
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS028784FC6	0.118	0.084	0.018	0.041	0.079	0.175	0.086
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.118	0.084	0.018	0.041	0.079	0.175	0.086
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS044DF8749	0.01	0.043	0.0	0.01	0.0	0.002	0.008
GAL	P22466	False	GALA_HUMAN		CPI-SS072B19293	0.004	0.0	0.0	0.018	0.0	0.003	0.004
GAL	P22466	False	GALA_HUMAN		CPI-SS0F8ABC300	0.004	0.0	0.0	0.018	0.0	0.003	0.004
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.372	0.163	0.135	0.129	1.218	1.218	0.146
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.008	0.017	0.0	0.119	0.255	0.21	0.008
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.032	0.018	0.0	0.032	0.656	1.015	0.014
GALP	Q9UBC7	False	GALP_HUMAN		CPI-SS0D03910A0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
GALP	Q9UBC7	False	GALP_HUMAN		CPI-SS0B0E74BC0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS09C06644C	0.03	0.065	0.115	0.301	0.085	0.256	0.447
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.03	0.065	0.115	0.301	0.085	0.256	0.447
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.001	0.0	0.04	0.016	0.012	0.004	0.04
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.009	0.111	0.089	0.052	0.0	0.006	0.043
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.162	0.072	0.16	0.155	0.4	0.406	0.064
CD44	P16070	False	CD44_HUMAN		CPI-SS03DA2A820	1.096	1.249	0.093	1.358	1.12	1.333	1.485
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	1.096	1.249	0.093	1.358	1.12	1.333	1.485
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	1.096	1.249	0.093	1.358	1.12	1.333	1.485
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	1.096	1.249	0.093	1.358	1.12	1.333	1.485
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D9366D11	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS044CF7EAE	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0AC594A8E	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D4CA5D92	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS07A03C20F	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS02896561C	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0FA481114	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS05ECF1933	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS066347638	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D95D41D6	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0467AFD8A	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F2C6A4D4	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS070A3A7E5	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0FFB9E01B	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS014E486AB	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS03189F5F6	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0330D939A	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0F6A7A4DF	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0D67110B0	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS08883E9F6	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06D341996	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02FEAF02E	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04640F9C3	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0DC322B61	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BC9F7E9E	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0E134097C	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS013E86AFF	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0F9EE20C3	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0C2A73A10	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS076D8A297	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS00E68BB92	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BF3ED143	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.008	0.125	0.039	0.0	0.0	0.03	0.138
CCR8	P51685	False	CCR8_HUMAN		CPI-SS04297753E	0.011	0.0	0.016	0.013	0.0	0.072	0.009
CCR8	P51685	False	CCR8_HUMAN		CPI-SS0ADC886E5	0.011	0.0	0.016	0.013	0.0	0.072	0.009
CCR8	P51685	False	CCR8_HUMAN		CPI-SS03A875239	0.011	0.0	0.016	0.013	0.0	0.072	0.009
CCR8	P51685	False	CCR8_HUMAN		CPI-SS0B784A03E	0.011	0.0	0.016	0.013	0.0	0.072	0.009
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SS0C1BD22BC	0.287	0.118	0.05	0.628	0.827	0.715	0.03
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS068C742A1	0.051	0.506	0.704	0.021	0.497	0.153	0.217
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.051	0.506	0.704	0.021	0.497	0.153	0.217
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0FB37E079	0.051	0.506	0.704	0.021	0.497	0.153	0.217
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.051	0.506	0.704	0.021	0.497	0.153	0.217
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	0.051	0.506	0.704	0.021	0.497	0.153	0.217
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	0.739	0.057	0.0	0.0	0.0	0.011	0.004
CR2	P20023	False	CR2_HUMAN		CPI-SS027556893	0.739	0.057	0.0	0.0	0.0	0.011	0.004
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.113	0.651	0.259	0.0	0.043	0.017	0.349
BMP10	O95393	False	BMP10_HUMAN		CPI-SS0D41E15AC	0.003	0.018	0.0	0.0	0.0	0.002	0.001
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS01158CABF	0.264	0.458	0.353	0.098	0.179	0.236	0.663
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS034D36D2F	0.264	0.458	0.353	0.098	0.179	0.236	0.663
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.264	0.458	0.353	0.098	0.179	0.236	0.663
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02904BE32	0.264	0.458	0.353	0.098	0.179	0.236	0.663
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02CF96625	0.264	0.458	0.353	0.098	0.179	0.236	0.663
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.264	0.458	0.353	0.098	0.179	0.236	0.663
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0E2431C09	0.264	0.458	0.353	0.098	0.179	0.236	0.663
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS00FB3CB09	0.041	0.007	0.017	0.606	1.298	0.739	0.016
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0F3D40856	0.041	0.007	0.017	0.606	1.298	0.739	0.016
TNF	P01375	False	TNFA_HUMAN		CPI-SS072E1E27A	0.202	0.018	0.0	0.481	0.17	0.171	0.043
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0917CBD53	0.01	0.0	0.016	0.0	0.315	0.021	0.001
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS025CAD24A	0.01	0.0	0.016	0.0	0.315	0.021	0.001
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS079FD6EC6	0.01	0.0	0.016	0.0	0.315	0.021	0.001
TSHB	P01222	False	TSHB_HUMAN		CPI-SS0E91E504D	0.0	0.019	0.0	0.0	0.0	0.007	0.001
KIR2DL1	P43626	False	KI2L1_HUMAN		CPI-SS0ABD11350	0.008	0.0	0.01	0.0	0.291	0.017	0.002
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS04A4A2334	0.29	0.114	0.176	0.151	0.342	0.296	0.105
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS00E3EB9FE	0.29	0.114	0.176	0.151	0.342	0.296	0.105
VSTM1	Q6UX27	False	VSTM1_HUMAN		CPI-SS064281234	0.006	0.0	0.0	0.149	0.0	0.001	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0D26F639E	0.002	0.159	0.03	0.451	0.01	0.014	0.012
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS02246DA17	0.002	0.159	0.03	0.451	0.01	0.014	0.012
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0F52745F3	0.002	0.159	0.03	0.451	0.01	0.014	0.012
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0C17BB772	0.002	0.159	0.03	0.451	0.01	0.014	0.012
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS016EE0084	0.026	0.07	0.076	0.192	0.029	0.065	0.059
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.026	0.07	0.076	0.192	0.029	0.065	0.059
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS0F5B6B186	0.003	0.207	0.036	0.252	0.0	0.021	0.013
CNTF	P26441	False	CNTF_HUMAN		CPI-SS0D795AC00	0.012	0.007	0.0	0.0	0.0	0.009	0.026
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0B02DE712	0.013	0.14	0.0	0.108	0.0	0.013	0.051
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS076BC3BA6	0.013	0.14	0.0	0.108	0.0	0.013	0.051
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS00A953C3A	0.013	0.14	0.0	0.108	0.0	0.013	0.051
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.013	0.14	0.0	0.108	0.0	0.013	0.051
EGF	P01133	False	EGF_HUMAN		CPI-SS0F4D30D5A	0.062	0.038	0.038	0.03	0.024	0.069	0.042
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0E25CE362	0.012	0.0	0.326	0.071	0.017	0.012	0.031
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0055264F3	0.089	0.128	0.096	0.142	0.127	0.085	0.008
MIF	P14174	False	MIF_HUMAN		CPI-SS00EDDD458	1.326	1.428	1.619	1.667	1.323	1.358	1.93
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	1.326	1.428	1.619	1.667	1.323	1.358	1.93
AREG	P15514	False	AREG_HUMAN		CPI-SS0481D83A4	0.237	0.0	0.01	0.438	0.671	0.215	0.017
AREG	P15514	False	AREG_HUMAN		CPI-SS0D4C221B8	0.237	0.0	0.01	0.438	0.671	0.215	0.017
GRN	P28799	False	GRN_HUMAN		CPI-SS08CA619FE	0.706	1.339	1.671	1.966	0.316	0.231	1.555
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	0.706	1.339	1.671	1.966	0.316	0.231	1.555
GRN	P28799	False	GRN_HUMAN		CPI-SS054D158CC	0.706	1.339	1.671	1.966	0.316	0.231	1.555
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	0.706	1.339	1.671	1.966	0.316	0.231	1.555
BTC	P35070	False	BTC_HUMAN		CPI-SS0A19E9C34	0.003	0.0	0.0	0.0	0.0	0.001	0.01
BTC	P35070	False	BTC_HUMAN		CPI-SS06BC4D123	0.003	0.0	0.0	0.0	0.0	0.001	0.01
COPA	P53621	False	COPA_HUMAN		CPI-SS088A0A760	0.492	1.1	0.836	0.898	0.501	0.638	1.085
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	0.492	1.1	0.836	0.898	0.501	0.638	1.085
COPA	P53621	False	COPA_HUMAN		CPI-SS0E6E8A727	0.492	1.1	0.836	0.898	0.501	0.638	1.085
COPA	P53621	False	COPA_HUMAN		CPI-SS04C3EC52C	0.492	1.1	0.836	0.898	0.501	0.638	1.085
EPGN	Q6UW88	False	EPGN_HUMAN		CPI-SS07F042076	0.429	0.154	0.236	0.265	0.36	0.429	0.133
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0C10824C7	0.008	0.103	0.385	0.596	0.037	0.023	0.188
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.008	0.103	0.385	0.596	0.037	0.023	0.188
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03098AC28	0.008	0.103	0.385	0.596	0.037	0.023	0.188
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS05D23BCE8	0.057	0.487	0.031	1.185	0.058	0.059	0.129
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.057	0.487	0.031	1.185	0.058	0.059	0.129
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.057	0.487	0.031	1.185	0.058	0.059	0.129
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0F00D756A	0.057	0.487	0.031	1.185	0.058	0.059	0.129
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0E2863F09	0.057	0.487	0.031	1.185	0.058	0.059	0.129
